Description,Destination,Date,Travel Transport,Hotel Stars,Nights,Feeding,Price,Info,Provider,Country,Room
Rixos Sharm El Sheikh,"Nabk Bėjus, Šarm aš Šeichas, Egiptas",2024-02-18,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,1169.0,,Novaturas,Egiptas,Junior Suite tipo kambarys
Rixos Sharm El Sheikh,"Nabk Bėjus, Šarm aš Šeichas, Egiptas",2024-02-18,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,1205.0,,Novaturas,Egiptas,Family tipo kambarys
Rixos Sharm El Sheikh,"Nabk Bėjus, Šarm aš Šeichas, Egiptas",2024-02-18,Skrydis su bagažu,5.0,7,Viskas įskaičiuota,1515.0,,Novaturas,Egiptas,Superior tipo kambarys
Rixos Radamis Tirana,"Nabk Bėjus, Šarm aš Šeichas, Egiptas",2024-02-18,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,1009.0,,Novaturas,Egiptas,Superior tipo kambarys
Rixos Radamis Tirana,"Nabk Bėjus, Šarm aš Šeichas, Egiptas",2024-02-18,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,1185.0,,Novaturas,Egiptas,Junior Suite tipo kambarys
Rixos Radamis Tirana,"Nabk Bėjus, Šarm aš Šeichas, Egiptas",2024-02-18,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,1225.0,,Novaturas,Egiptas,Family tipo kambarys
Rixos Radamis Tirana,"Nabk Bėjus, Šarm aš Šeichas, Egiptas",2024-02-18,Skrydis su bagažu,5.0,7,Viskas įskaičiuota,1539.0,,Novaturas,Egiptas,Superior tipo kambarys
Rixos Radamis Tirana,"Nabk Bėjus, Šarm aš Šeichas, Egiptas",2024-02-18,Skrydis su bagažu,5.0,1,Viskas įskaičiuota,1839.0,,Novaturas,Egiptas,Superior tipo kambarys
Sunrise White Hills,"Šarks Bėjus, Šarm aš Šeichas, Egiptas",2024-02-18,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,1009.0,,Novaturas,Egiptas,Deluxe Jacuzzi tipo kambarys
Sunrise White Hills,"Šarks Bėjus, Šarm aš Šeichas, Egiptas",2024-02-18,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,1039.0,,Novaturas,Egiptas,Family Pool or Side Sea View tipo kambarys
Sunrise White Hills,"Šarks Bėjus, Šarm aš Šeichas, Egiptas",2024-02-18,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,1039.0,,Novaturas,Egiptas,Deluxe Swim-Up Pool View tipo kambarys
Sunrise White Hills,"Šarks Bėjus, Šarm aš Šeichas, Egiptas",2024-02-18,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,1069.0,,Novaturas,Egiptas,Junior Swim Up tipo kambarys
Sunrise White Hills,"Šarks Bėjus, Šarm aš Šeichas, Egiptas",2024-02-18,Skrydis su bagažu,5.0,7,Viskas įskaičiuota,1539.0,,Novaturas,Egiptas,Deluxe Jacuzzi tipo kambarys
Erhart,"Zeldenas, Zalcburgas, Austrija",2024-02-03,Skrydis su bagažu,4.0,7,Pusryčiai,1015.0,,Novaturas,Austrija,Standartinis kambarys
Erhart,"Zeldenas, Zalcburgas, Austrija",2024-02-03,Skrydis su bagažu,4.0,7,Pusryčiai ir vakarienė,1135.0,,Novaturas,Austrija,Standartinis kambarys
Iberostar Bouganville Playa,"Kosta Adechė, Tenerifė, Kanarų Salos",2024-02-05,Skrydis su bagažu,4.0,4,Pusryčiai,1015.0,,Novaturas,Kanarų Salos,Standard Priority Location A tipo kambarys
Iberostar Bouganville Playa,"Kosta Adechė, Tenerifė, Kanarų Salos",2024-02-05,Skrydis su bagažu,4.0,4,Pusryčiai ir vakarienė,1059.0,,Novaturas,Kanarų Salos,Standard Priority Location A tipo kambarys
Iberostar Bouganville Playa,"Kosta Adechė, Tenerifė, Kanarų Salos",2024-02-05,Skrydis su bagažu,4.0,4,Pusryčiai,1065.0,,Novaturas,Kanarų Salos,Standard Priority Location B tipo kambarys
Iberostar Bouganville Playa,"Kosta Adechė, Tenerifė, Kanarų Salos",2024-02-05,Skrydis su bagažu,4.0,4,Pusryčiai,1069.0,,Novaturas,Kanarų Salos,Standard Star Prestige Side Sea View A tipo kamb.
Iberostar Bouganville Playa,"Kosta Adechė, Tenerifė, Kanarų Salos",2024-02-05,Skrydis su bagažu,4.0,4,Pusryčiai ir vakarienė,1109.0,,Novaturas,Kanarų Salos,Standard Priority Location B tipo kambarys
Lindenhof,"Gastein Valley, Zalcburgas, Austrija",2024-02-10,Skrydis su bagažu,3.0,7,Pusryčiai,1019.0,,Novaturas,Austrija,Classic tipo kambarys
Lindenhof,"Gastein Valley, Zalcburgas, Austrija",2024-02-10,Skrydis su bagažu,3.0,7,Pusryčiai,1249.0,,Novaturas,Austrija,Family tipo kambarys
Royal Orchid,"Kanisas, Madeira, Portugalija",2024-02-19,Skrydis su bagažu,4.0,7,,1019.0,,Novaturas,Portugalija,Studio tipo kambarys
Royal Orchid,"Kanisas, Madeira, Portugalija",2024-02-19,Skrydis su bagažu,4.0,7,Pusryčiai,1055.0,,Novaturas,Portugalija,Studio tipo kambarys
Royal Orchid,"Kanisas, Madeira, Portugalija",2024-02-19,Skrydis su bagažu,4.0,7,,1095.0,,Novaturas,Portugalija,Studio Sea View tipo kambarys
Royal Orchid,"Kanisas, Madeira, Portugalija",2024-02-19,Skrydis su bagažu,4.0,7,Pusryčiai,1125.0,,Novaturas,Portugalija,Studio Sea View tipo kambarys
Royal Orchid,"Kanisas, Madeira, Portugalija",2024-02-19,Skrydis su bagažu,4.0,7,,1165.0,,Novaturas,Portugalija,Junior Suite Sea View tipo kambarys
Gruner Baum,"Celis prie Zė-Kaprunas, Zalcburgas, Austrija",2024-02-03,Skrydis su bagažu,4.0,7,Pusryčiai,1029.0,,Novaturas,Austrija,Junior Suite tipo kambarys
Gruner Baum,"Celis prie Zė-Kaprunas, Zalcburgas, Austrija",2024-02-10,Skrydis su bagažu,4.0,7,Pusryčiai,1245.0,,Novaturas,Austrija,Junior Suite tipo kambarys
Gruner Baum,"Celis prie Zė-Kaprunas, Zalcburgas, Austrija",2024-02-03,Skrydis su bagažu,4.0,1,Pusryčiai,2219.0,,Novaturas,Austrija,Junior Suite tipo kambarys
Iberostar Las Dalias,"Kosta Adechė, Tenerifė, Kanarų Salos",2024-02-09,Skrydis su bagažu,4.0,3,Viskas įskaičiuota,1039.0,,Novaturas,Kanarų Salos,Standard Pool View B tipo kambarys
Iberostar Las Dalias,"Kosta Adechė, Tenerifė, Kanarų Salos",2024-02-21,Skrydis su bagažu,4.0,7,Viskas įskaičiuota,1685.0,,Novaturas,Kanarų Salos,Standard B tipo kambarys
Iberostar Las Dalias,"Kosta Adechė, Tenerifė, Kanarų Salos",2024-02-21,Skrydis su bagažu,4.0,7,Viskas įskaičiuota,1709.0,,Novaturas,Kanarų Salos,Standard Sea View A tipo kambarys
Iberostar Las Dalias,"Kosta Adechė, Tenerifė, Kanarų Salos",2024-02-21,Skrydis su bagažu,4.0,7,Viskas įskaičiuota,1805.0,,Novaturas,Kanarų Salos,Standard Sea View B tipo kambarys
Iberostar Las Dalias,"Kosta Adechė, Tenerifė, Kanarų Salos",2024-02-21,Skrydis su bagažu,4.0,1,Viskas įskaičiuota,2729.0,,Novaturas,Kanarų Salos,Standard B tipo kambarys
Rixos Premium Seagate,"Nabk Bėjus, Šarm aš Šeichas, Egiptas",2024-02-18,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,1039.0,,Novaturas,Egiptas,Superior Aqua tipo kambarys
Rixos Premium Seagate,"Nabk Bėjus, Šarm aš Šeichas, Egiptas",2024-02-18,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,1069.0,,Novaturas,Egiptas,Deluxe Aqua tipo kambarys
Rixos Premium Seagate,"Nabk Bėjus, Šarm aš Šeichas, Egiptas",2024-02-18,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,1079.0,,Novaturas,Egiptas,Superior tipo kambarys
Rixos Premium Seagate,"Nabk Bėjus, Šarm aš Šeichas, Egiptas",2024-02-18,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,1115.0,,Novaturas,Egiptas,Deluxe tipo kambarys
Rixos Premium Seagate,"Nabk Bėjus, Šarm aš Šeichas, Egiptas",2024-02-18,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,1185.0,,Novaturas,Egiptas,Premium Sea View tipo kambarys
H10 Gran Tinerfe,"Kosta Adechė, Tenerifė, Kanarų Salos",2024-02-05,Skrydis su bagažu,4.0,4,Pusryčiai ir vakarienė,1045.0,,Novaturas,Kanarų Salos,Standartinis kambarys
H10 Gran Tinerfe,"Kosta Adechė, Tenerifė, Kanarų Salos",2024-02-09,Skrydis su bagažu,4.0,3,Pusryčiai ir vakarienė,1065.0,,Novaturas,Kanarų Salos,Standartinis kambarys
H10 Gran Tinerfe,"Kosta Adechė, Tenerifė, Kanarų Salos",2024-02-09,Skrydis su bagažu,4.0,3,Pusryčiai ir vakarienė,1129.0,,Novaturas,Kanarų Salos,Superior Sea View tipo kambarys
H10 Gran Tinerfe,"Kosta Adechė, Tenerifė, Kanarų Salos",2024-02-05,Skrydis su bagažu,4.0,4,Pusryčiai ir vakarienė,1139.0,,Novaturas,Kanarų Salos,Superior Sea View tipo kambarys
H10 Gran Tinerfe,"Kosta Adechė, Tenerifė, Kanarų Salos",2024-02-09,Skrydis su bagažu,4.0,3,Viskas įskaičiuota,1185.0,,Novaturas,Kanarų Salos,Standartinis kambarys
Gran Melia Palacio de Isora,"Gija de Isora, Tenerifė, Kanarų Salos",2024-02-05,Skrydis su bagažu,5.0,4,Pusryčiai,1049.0,,Novaturas,Kanarų Salos,Deluxe tipo kambarys
Gran Melia Palacio de Isora,"Gija de Isora, Tenerifė, Kanarų Salos",2024-02-05,Skrydis su bagažu,5.0,4,Pusryčiai,1119.0,,Novaturas,Kanarų Salos,Deluxe Sea Side tipo kambarys
Gran Melia Palacio de Isora,"Gija de Isora, Tenerifė, Kanarų Salos",2024-02-05,Skrydis su bagažu,5.0,4,Pusryčiai ir vakarienė,1235.0,,Novaturas,Kanarų Salos,Deluxe tipo kambarys
Gran Melia Palacio de Isora,"Gija de Isora, Tenerifė, Kanarų Salos",2024-02-05,Skrydis su bagažu,5.0,4,Pusryčiai ir vakarienė,1305.0,,Novaturas,Kanarų Salos,Deluxe Sea Side tipo kambarys
Gran Melia Palacio de Isora,"Gija de Isora, Tenerifė, Kanarų Salos",2024-02-05,Skrydis su bagažu,5.0,4,Pusryčiai,1359.0,,Novaturas,Kanarų Salos,One Bedroom Suite Lateral Sea View tipo kambarys
Vila Gale Santa Cruz,"Santa Krusas, Madeira, Portugalija",2024-02-19,Skrydis su bagažu,4.0,7,Pusryčiai,1065.0,,Novaturas,Portugalija,Standartinis kambarys
Vila Gale Santa Cruz,"Santa Krusas, Madeira, Portugalija",2024-02-19,Skrydis su bagažu,4.0,7,Pusryčiai,1125.0,,Novaturas,Portugalija,Standard Sea View tipo kambarys
Vila Gale Santa Cruz,"Santa Krusas, Madeira, Portugalija",2024-02-19,Skrydis su bagažu,4.0,7,Pusryčiai ir vakarienė,1225.0,,Novaturas,Portugalija,Standartinis kambarys
Vila Gale Santa Cruz,"Santa Krusas, Madeira, Portugalija",2024-02-19,Skrydis su bagažu,4.0,7,Pusryčiai ir vakarienė,1289.0,,Novaturas,Portugalija,Standard Sea View tipo kambarys
Vila Gale Santa Cruz,"Santa Krusas, Madeira, Portugalija",2024-02-19,Skrydis su bagažu,4.0,7,Viskas įskaičiuota,1435.0,,Novaturas,Portugalija,Standartinis kambarys
Princes Inspire,"Kosta Adechė, Tenerifė, Kanarų Salos",2024-02-09,Skrydis su bagažu,4.0,3,Pusryčiai,1069.0,,Novaturas,Kanarų Salos,Standard Pool View tipo kambarys
Princes Inspire,"Kosta Adechė, Tenerifė, Kanarų Salos",2024-02-09,Skrydis su bagažu,4.0,3,Pusryčiai ir vakarienė,1105.0,,Novaturas,Kanarų Salos,Standard Pool View tipo kambarys
Princes Inspire,"Kosta Adechė, Tenerifė, Kanarų Salos",2024-02-09,Skrydis su bagažu,4.0,3,Pusryčiai,1139.0,,Novaturas,Kanarų Salos,Junior Suite tipo kambarys
Princes Inspire,"Kosta Adechė, Tenerifė, Kanarų Salos",2024-02-09,Skrydis su bagažu,4.0,3,Pusryčiai ir vakarienė,1175.0,,Novaturas,Kanarų Salos,Junior Suite tipo kambarys
Princes Inspire,"Kosta Adechė, Tenerifė, Kanarų Salos",2024-02-09,Skrydis su bagažu,4.0,3,Viskas įskaičiuota,1225.0,,Novaturas,Kanarų Salos,Standard Pool View tipo kambarys
Wyndham Dubai Marina,"Dubajus, Dubajus, JAE",2024-02-14,Skrydis su bagažu,4.0,4,Pusryčiai,1075.0,,Novaturas,JAE,Superior tipo kambarys
Wyndham Dubai Marina,"Dubajus, Dubajus, JAE",2024-02-14,Skrydis su bagažu,4.0,4,Pusryčiai ir vakarienė,1155.0,,Novaturas,JAE,Superior tipo kambarys
Wyndham Dubai Marina,"Dubajus, Dubajus, JAE",2024-02-14,Skrydis su bagažu,4.0,4,Pusryčiai,1169.0,,Novaturas,JAE,1 Bedroom Suite tipo kambarys
Wyndham Dubai Marina,"Dubajus, Dubajus, JAE",2024-02-14,Skrydis su bagažu,4.0,4,Pusryčiai,1169.0,,Novaturas,JAE,1 Bedroom Suite tipo kambarys
Wyndham Dubai Marina,"Dubajus, Dubajus, JAE",2024-02-14,Skrydis su bagažu,4.0,4,Pusryčiai ir vakarienė,1249.0,,Novaturas,JAE,1 Bedroom Suite tipo kambarys
Lisabona,Portugalija,2024-02-17,Skrydis,,5,Pusryčiai,1079.1,,Novaturas,Portugalija,Standartinis kambarys (Dvivietis kambarys su dvigule lova)
Lisabona,Portugalija,2024-02-17,Skrydis,,5,Pusryčiai,1079.1,,Novaturas,Portugalija,Standartinis kambarys (Dvivietis kambarys su atskiromis lovomis)
Sky View,"Puerto de la Krusas, Tenerifė, Kanarų Salos",2024-02-21,Skrydis su bagažu,2.0,7,,1099.0,,Novaturas,Kanarų Salos,Superior Studio tipo kambarys
Sky View,"Puerto de la Krusas, Tenerifė, Kanarų Salos",2024-02-21,Skrydis su bagažu,2.0,7,Pusryčiai,1129.0,,Novaturas,Kanarų Salos,Superior Studio tipo kambarys
Sky View,"Puerto de la Krusas, Tenerifė, Kanarų Salos",2024-02-21,Skrydis su bagažu,2.0,7,Pusryčiai ir vakarienė,1205.0,,Novaturas,Kanarų Salos,Superior Studio tipo kambarys
Sky View,"Puerto de la Krusas, Tenerifė, Kanarų Salos",2024-02-14,Skrydis su bagažu,2.0,7,,1205.0,,Novaturas,Kanarų Salos,Superior Studio tipo kambarys
Sky View,"Puerto de la Krusas, Tenerifė, Kanarų Salos",2024-02-14,Skrydis su bagažu,2.0,7,Pusryčiai,1235.0,,Novaturas,Kanarų Salos,Superior Studio tipo kambarys
Bahia Principe Fantasia Tenerife,"Golf del Suras, Tenerifė, Kanarų Salos",2024-02-05,Skrydis su bagažu,5.0,4,Viskas įskaičiuota,1105.0,,Novaturas,Kanarų Salos,Superior tipo kambarys
Bahia Principe Fantasia Tenerife,"Golf del Suras, Tenerifė, Kanarų Salos",2024-02-05,Skrydis su bagažu,5.0,4,Viskas įskaičiuota,1139.0,,Novaturas,Kanarų Salos,Junior Suite tipo kambarys
Bahia Principe Fantasia Tenerife,"Golf del Suras, Tenerifė, Kanarų Salos",2024-02-05,Skrydis su bagažu,5.0,4,Viskas įskaičiuota,1175.0,,Novaturas,Kanarų Salos,Junior Suite Sea View tipo kambarys
Bahia Principe Fantasia Tenerife,"Golf del Suras, Tenerifė, Kanarų Salos",2024-02-05,Skrydis su bagažu,5.0,4,Viskas įskaičiuota,1209.0,,Novaturas,Kanarų Salos,Family Suite tipo kambarys
Bahia Principe Fantasia Tenerife,"Golf del Suras, Tenerifė, Kanarų Salos",2024-02-05,Skrydis su bagažu,5.0,4,Viskas įskaičiuota,1279.0,,Novaturas,Kanarų Salos,Family Suite Sea View tipo kambarys
MONDI Hotel Bellevue Gastein,"Gastein Valley, Zalcburgas, Austrija",2024-02-03,Skrydis su bagažu,4.0,7,,1139.0,,Novaturas,Austrija,Studio Standard tipo kambarys
MONDI Hotel Bellevue Gastein,"Gastein Valley, Zalcburgas, Austrija",2024-02-03,Skrydis su bagažu,4.0,7,,1209.0,,Novaturas,Austrija,Studio Panorama tipo kambarys
MONDI Hotel Bellevue Gastein,"Gastein Valley, Zalcburgas, Austrija",2024-02-03,Skrydis su bagažu,4.0,7,,1249.0,,Novaturas,Austrija,Standard Apartment tipo kambarys
MONDI Hotel Bellevue Gastein,"Gastein Valley, Zalcburgas, Austrija",2024-02-03,Skrydis su bagažu,4.0,7,,1325.0,,Novaturas,Austrija,Apartment Panorama tipo kambarys
MONDI Hotel Bellevue Gastein,"Gastein Valley, Zalcburgas, Austrija",2024-02-03,Skrydis su bagažu,4.0,7,Pusryčiai,1325.0,,Novaturas,Austrija,Studio Standard tipo kambarys
Roca Nivaria GH,"Plaja Paraisas, Tenerifė, Kanarų Salos",2024-02-05,Skrydis su bagažu,5.0,4,Pusryčiai ir vakarienė,1149.0,,Novaturas,Kanarų Salos,Standard Sea View tipo kambarys
Roca Nivaria GH,"Plaja Paraisas, Tenerifė, Kanarų Salos",2024-02-05,Skrydis su bagažu,5.0,4,Pusryčiai ir vakarienė,1179.0,,Novaturas,Kanarų Salos,Standard Sea View Top Floor tipo kambarys
Roca Nivaria GH,"Plaja Paraisas, Tenerifė, Kanarų Salos",2024-02-05,Skrydis su bagažu,5.0,4,Pusryčiai ir vakarienė,1209.0,,Novaturas,Kanarų Salos,Suite Superior Sea View tipo kambarys
Roca Nivaria GH,"Plaja Paraisas, Tenerifė, Kanarų Salos",2024-02-05,Skrydis su bagažu,5.0,4,Viskas įskaičiuota,1359.0,,Novaturas,Kanarų Salos,Standard Sea View tipo kambarys
Roca Nivaria GH,"Plaja Paraisas, Tenerifė, Kanarų Salos",2024-02-05,Skrydis su bagažu,5.0,4,Viskas įskaičiuota,1395.0,,Novaturas,Kanarų Salos,Standard Sea View Top Floor tipo kambarys
Ramada Hotel & Suites by Wyndham Ajman,"Adžmanas, Dubajus, JAE",2024-02-14,Skrydis su bagažu,4.0,8,Pusryčiai,1159.0,,Novaturas,JAE,Studio tipo kambarys
Ramada Hotel & Suites by Wyndham Ajman,"Adžmanas, Dubajus, JAE",2024-02-14,Skrydis su bagažu,4.0,8,Pusryčiai ir vakarienė,1315.0,,Novaturas,JAE,Studio tipo kambarys
Ramada Hotel & Suites by Wyndham Ajman,"Adžmanas, Dubajus, JAE",2024-02-14,Skrydis su bagažu,4.0,8,"Pusryčiai, pietūs, vakarienė",1405.0,,Novaturas,JAE,Studio tipo kambarys
Ramada Hotel & Suites by Wyndham Ajman,"Adžmanas, Dubajus, JAE",2024-02-14,Skrydis su bagažu,4.0,8,Viskas įskaičiuota,1449.0,,Novaturas,JAE,Studio tipo kambarys
GF Victoria,"Kosta Adechė, Tenerifė, Kanarų Salos",2024-02-05,Skrydis su bagažu,5.0,4,Pusryčiai,1175.0,,Novaturas,Kanarų Salos,Senior Suite tipo kambarys
GF Victoria,"Kosta Adechė, Tenerifė, Kanarų Salos",2024-02-05,Skrydis su bagažu,5.0,4,Pusryčiai ir vakarienė,1329.0,,Novaturas,Kanarų Salos,Senior Suite tipo kambarys
GF Victoria,"Kosta Adechė, Tenerifė, Kanarų Salos",2024-02-02,Skrydis su bagažu,5.0,7,Pusryčiai,1609.0,,Novaturas,Kanarų Salos,Senior Suite tipo kambarys
GF Victoria,"Kosta Adechė, Tenerifė, Kanarų Salos",2024-02-02,Skrydis su bagažu,5.0,7,Pusryčiai ir vakarienė,1879.0,,Novaturas,Kanarų Salos,Senior Suite tipo kambarys
Lou' Lou' a Beach Resort,"Šardža, Dubajus, JAE",2024-02-14,Skrydis su bagažu,3.0,8,Pusryčiai,1185.0,,Novaturas,JAE,Standart City View tipo kambarys
Lou' Lou' a Beach Resort,"Šardža, Dubajus, JAE",2024-02-14,Skrydis su bagažu,3.0,8,Pusryčiai,1239.0,,Novaturas,JAE,Standard Sea Side tipo kambarys
Lou' Lou' a Beach Resort,"Šardža, Dubajus, JAE",2024-02-14,Skrydis su bagažu,3.0,8,Pusryčiai ir vakarienė,1389.0,,Novaturas,JAE,Standart City View tipo kambarys
Lou' Lou' a Beach Resort,"Šardža, Dubajus, JAE",2024-02-14,Skrydis su bagažu,3.0,8,Pusryčiai ir vakarienė,1455.0,,Novaturas,JAE,Standard Sea Side tipo kambarys
Lou' Lou' a Beach Resort,"Šardža, Dubajus, JAE",2024-02-14,Skrydis su bagažu,3.0,8,"Pusryčiai, pietūs, vakarienė",1579.0,,Novaturas,JAE,Standart City View tipo kambarys
Allegro Madeira,"Funšalis, Madeira, Portugalija",2024-02-19,Skrydis su bagažu,4.0,7,Pusryčiai,1189.0,,Novaturas,Portugalija,Junior Suite tipo kambarys
Allegro Madeira,"Funšalis, Madeira, Portugalija",2024-02-19,Skrydis su bagažu,4.0,7,Pusryčiai,1229.0,,Novaturas,Portugalija,Junior Suite Sea View tipo kambarys
Allegro Madeira,"Funšalis, Madeira, Portugalija",2024-02-19,Skrydis su bagažu,4.0,7,Pusryčiai,1289.0,,Novaturas,Portugalija,Junior Suite Panoramic Sea View tipo kambarys
Allegro Madeira,"Funšalis, Madeira, Portugalija",2024-02-19,Skrydis su bagažu,4.0,7,Pusryčiai ir vakarienė,1395.0,,Novaturas,Portugalija,Junior Suite tipo kambarys
Allegro Madeira,"Funšalis, Madeira, Portugalija",2024-02-19,Skrydis su bagažu,4.0,7,Pusryčiai ir vakarienė,1435.0,,Novaturas,Portugalija,Junior Suite Sea View tipo kambarys
Copthorne Hotel Sharjah,"Šardža, Dubajus, JAE",2024-02-14,Skrydis su bagažu,4.0,8,Pusryčiai,1195.0,,Novaturas,JAE,Superior King Size Bed tipo kambarys
Copthorne Hotel Sharjah,"Šardža, Dubajus, JAE",2024-02-14,Skrydis su bagažu,4.0,8,Pusryčiai ir vakarienė,1309.0,,Novaturas,JAE,Superior King Size Bed tipo kambarys
Copthorne Hotel Sharjah,"Šardža, Dubajus, JAE",2024-02-14,Skrydis su bagažu,4.0,8,"Pusryčiai, pietūs, vakarienė",1425.0,,Novaturas,JAE,Superior King Size Bed tipo kambarys
Pestana Casino Park Ocean & SPA Hotel,"Funšalis, Madeira, Portugalija",2024-02-19,Skrydis su bagažu,5.0,7,Pusryčiai,1195.0,,Novaturas,Portugalija,Standartinis kambarys
Pestana Casino Park Ocean & SPA Hotel,"Funšalis, Madeira, Portugalija",2024-02-19,Skrydis su bagažu,5.0,7,Pusryčiai,1255.0,,Novaturas,Portugalija,Standard Garden View tipo kambarys
Pestana Casino Park Ocean & SPA Hotel,"Funšalis, Madeira, Portugalija",2024-02-19,Skrydis su bagažu,5.0,7,Pusryčiai,1345.0,,Novaturas,Portugalija,Standard Lateral Sea View tipo kambarys
Pestana Casino Park Ocean & SPA Hotel,"Funšalis, Madeira, Portugalija",2024-02-19,Skrydis su bagažu,5.0,7,Pusryčiai ir vakarienė,1395.0,,Novaturas,Portugalija,Standartinis kambarys
Pestana Casino Park Ocean & SPA Hotel,"Funšalis, Madeira, Portugalija",2024-02-19,Skrydis su bagažu,5.0,7,Pusryčiai ir vakarienė,1459.0,,Novaturas,Portugalija,Standard Garden View tipo kambarys
Pestana Ocean Bay All Inclusive Resort,"Funšalis, Madeira, Portugalija",2024-02-19,Skrydis su bagažu,4.0,7,Viskas įskaičiuota,1205.0,,Novaturas,Portugalija,Studio Pool View tipo kambarys
Ramada by Wyndham Beach Hotel Ajman,"Adžmanas, Dubajus, JAE",2024-02-14,Skrydis su bagažu,4.0,8,Pusryčiai,1205.0,,Novaturas,JAE,Standart City View tipo kambarys
Ramada by Wyndham Beach Hotel Ajman,"Adžmanas, Dubajus, JAE",2024-02-14,Skrydis su bagažu,4.0,8,Pusryčiai,1279.0,,Novaturas,JAE,Deluxe Sea View tipo kambarys
Ramada by Wyndham Beach Hotel Ajman,"Adžmanas, Dubajus, JAE",2024-02-14,Skrydis su bagažu,4.0,8,Pusryčiai,1329.0,,Novaturas,JAE,Suite 1 Bedroom tipo kambarys
Ramada by Wyndham Beach Hotel Ajman,"Adžmanas, Dubajus, JAE",2024-02-14,Skrydis su bagažu,4.0,8,Pusryčiai ir vakarienė,1375.0,,Novaturas,JAE,Standart City View tipo kambarys
Ramada by Wyndham Beach Hotel Ajman,"Adžmanas, Dubajus, JAE",2024-02-14,Skrydis su bagažu,4.0,8,Pusryčiai ir vakarienė,1449.0,,Novaturas,JAE,Deluxe Sea View tipo kambarys
Pestana Casino Studios Serviced Apartments,"Funšalis, Madeira, Portugalija",2024-02-19,Skrydis su bagažu,4.0,7,,1215.0,,Novaturas,Portugalija,Deluxe Studio tipo kambarys
Pestana Casino Studios Serviced Apartments,"Funšalis, Madeira, Portugalija",2024-02-19,Skrydis su bagažu,4.0,7,Pusryčiai,1289.0,,Novaturas,Portugalija,Deluxe Studio tipo kambarys
Pestana Casino Studios Serviced Apartments,"Funšalis, Madeira, Portugalija",2024-02-19,Skrydis su bagažu,4.0,7,,1329.0,,Novaturas,Portugalija,Deluxe Studio Sea View tipo kambarys
Pestana Casino Studios Serviced Apartments,"Funšalis, Madeira, Portugalija",2024-02-19,Skrydis su bagažu,4.0,7,Pusryčiai,1405.0,,Novaturas,Portugalija,Deluxe Studio Sea View tipo kambarys
Pestana Casino Studios Serviced Apartments,"Funšalis, Madeira, Portugalija",2024-02-19,Skrydis su bagažu,4.0,7,Pusryčiai ir vakarienė,1515.0,,Novaturas,Portugalija,Deluxe Studio tipo kambarys
Pestana Carlton Madeira Premium Ocean Resort,"Funšalis, Madeira, Portugalija",2024-02-19,Skrydis su bagažu,5.0,7,Pusryčiai,1219.0,,Novaturas,Portugalija,Standartinis kambarys
Pestana Carlton Madeira Premium Ocean Resort,"Funšalis, Madeira, Portugalija",2024-02-19,Skrydis su bagažu,5.0,7,Pusryčiai,1339.0,,Novaturas,Portugalija,Standard Pool View tipo kambarys
Pestana Carlton Madeira Premium Ocean Resort,"Funšalis, Madeira, Portugalija",2024-02-19,Skrydis su bagažu,5.0,7,Pusryčiai,1385.0,,Novaturas,Portugalija,Family tipo kambarys
Pestana Carlton Madeira Premium Ocean Resort,"Funšalis, Madeira, Portugalija",2024-02-19,Skrydis su bagažu,5.0,7,Pusryčiai,1385.0,,Novaturas,Portugalija,Standard Sea View tipo kambarys
Pestana Carlton Madeira Premium Ocean Resort,"Funšalis, Madeira, Portugalija",2024-02-19,Skrydis su bagažu,5.0,7,Pusryčiai ir vakarienė,1425.0,,Novaturas,Portugalija,Standartinis kambarys
Blue Sea Puerto Resort,"Puerto de la Krusas, Tenerifė, Kanarų Salos",2024-02-21,Skrydis su bagažu,4.0,7,Pusryčiai,1225.0,,Novaturas,Kanarų Salos,Standartinis kambarys
Blue Sea Puerto Resort,"Puerto de la Krusas, Tenerifė, Kanarų Salos",2024-02-21,Skrydis su bagažu,4.0,7,Pusryčiai ir vakarienė,1249.0,,Novaturas,Kanarų Salos,Standartinis kambarys
Blue Sea Puerto Resort,"Puerto de la Krusas, Tenerifė, Kanarų Salos",2024-02-21,Skrydis su bagažu,4.0,7,Pusryčiai,1259.0,,Novaturas,Kanarų Salos,Standard Teide View tipo kambarys
Blue Sea Puerto Resort,"Puerto de la Krusas, Tenerifė, Kanarų Salos",2024-02-21,Skrydis su bagažu,4.0,7,Pusryčiai,1259.0,,Novaturas,Kanarų Salos,Superior tipo kambarys
